filename,nvarsOrig,nclausesOrig,nvars,nclauses,reducedVars,reducedClauses,Pre-featuretime,vars-clauses-ratio,POSNEG-RATIO-CLAUSE-mean,POSNEG-RATIO-CLAUSE-coeff-variation,POSNEG-RATIO-CLAUSE-min,POSNEG-RATIO-CLAUSE-max,POSNEG-RATIO-CLAUSE-entropy,VCG-CLAUSE-mean,VCG-CLAUSE-coeff-variation,VCG-CLAUSE-min,VCG-CLAUSE-max,VCG-CLAUSE-entropy,UNARY,BINARY+,TRINARY+,Basic-featuretime,VCG-VAR-mean,VCG-VAR-coeff-variation,VCG-VAR-min,VCG-VAR-max,VCG-VAR-entropy,POSNEG-RATIO-VAR-mean,POSNEG-RATIO-VAR-stdev,POSNEG-RATIO-VAR-min,POSNEG-RATIO-VAR-max,POSNEG-RATIO-VAR-entropy,HORNY-VAR-mean,HORNY-VAR-coeff-variation,HORNY-VAR-min,HORNY-VAR-max,HORNY-VAR-entropy,horn-clauses-fraction,VG-mean,VG-coeff-variation,VG-min,VG-max,KLB-featuretime,CG-mean,CG-coeff-variation,CG-min,CG-max,CG-entropy,cluster-coeff-mean,cluster-coeff-coeff-variation,cluster-coeff-min,cluster-coeff-max,cluster-coeff-entropy,CG-featuretime,DIAMETER-mean,DIAMETER-coeff-variation,DIAMETER-min,DIAMETER-max,DIAMETER-entropy,DIAMETER-featuretime,cl-num-mean,cl-num-coeff-variation,cl-num-min,cl-num-max,cl-num-q90,cl-num-q10,cl-num-q75,cl-num-q25,cl-num-q50,cl-size-mean,cl-size-coeff-variation,cl-size-min,cl-size-max,cl-size-q90,cl-size-q10,cl-size-q75,cl-size-q25,cl-size-q50,cl-featuretime,SP-bias-mean,SP-bias-coeff-variation,SP-bias-min,SP-bias-max,SP-bias-q90,SP-bias-q10,SP-bias-q75,SP-bias-q25,SP-bias-q50,SP-unconstraint-mean,SP-unconstraint-coeff-variation,SP-unconstraint-min,SP-unconstraint-max,SP-unconstraint-q90,SP-unconstraint-q10,SP-unconstraint-q75,SP-unconstraint-q25,SP-unconstraint-q50,sp-featuretime,saps_BestSolution_Mean,saps_BestSolution_CoeffVariance,saps_FirstLocalMinStep_Mean,saps_FirstLocalMinStep_CoeffVariance,saps_FirstLocalMinStep_Median,saps_FirstLocalMinStep_Q.10,saps_FirstLocalMinStep_Q.90,saps_BestAvgImprovement_Mean,saps_BestAvgImprovement_CoeffVariance,saps_FirstLocalMinRatio_Mean,saps_FirstLocalMinRatio_CoeffVariance,ls-saps-featuretime,gsat_BestSolution_Mean,gsat_BestSolution_CoeffVariance,gsat_FirstLocalMinStep_Mean,gsat_FirstLocalMinStep_CoeffVariance,gsat_FirstLocalMinStep_Median,gsat_FirstLocalMinStep_Q.10,gsat_FirstLocalMinStep_Q.90,gsat_BestAvgImprovement_Mean,gsat_BestAvgImprovement_CoeffVariance,gsat_FirstLocalMinRatio_Mean,gsat_FirstLocalMinRatio_CoeffVariance,ls-gsat-featuretime,lobjois-mean-depth-over-vars,lobjois-log-num-nodes-over-vars,lobjois-featuretime
208,510,9201,510,9201,0,0,0,0.055428758,1,0,1,1,0,0.003998926,0.271196057,0.001960784,0.019607843,0.037956216,0.000108684,0.994674492,0.994783176,0,0.003998926,0.234616781,0.000869471,0.00510814,2.609999055,0.94860091,0.022014187,0.777777778,1,1.312143183,0.003900045,0.238508077,0.000869471,0.004999457,2.596932195,0.994565808,0.004756516,0.216976175,0.000869471,0.005977611,0.01,0.000400693,7.007506501,0,0.049994566,0.468143345,0.710239322,0.182896038,0,1,0.452292347,0.24,4.273084479,0.10426751,4,5,0.586302655,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,24.6848,1.09661,156.518,0.0584281,157,145,168,12.6159,0.11255,1.00012,0.144563,2.2,28.7016,0.111133,156.488,0.0562773,156,145,168,13.7123,0.182471,0.999853,0.000485421,2.36,0.632626039,0.978140205,2
211,1875,3896,1875,3896,0,0,0,0.481262834,0.752290506,0.461250849,0,1,1.057652936,0.001351266,0.59713455,0.000533333,0.0096,1.394920601,0.258213552,0.474589322,0.802104723,0,0.001351266,2.119781522,0.000256674,0.078798768,1.708072379,0.575293307,0.479433701,0,1,1.160298449,0.000621766,1.535147945,0,0.02412731,1.389998116,0.622689938,0.001399589,1.50599324,0,0.032597536,0.01,0.008382208,1.719333022,0,0.043377823,3.029904853,0.209635068,0.950221941,0,1,3.207665081,0.89,3.968516542,0.839599863,1,9,1.322426983,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,3.04784,2.25297,658.306,0.0384782,659,636,680,0.691886,0.147998,0.935633,0.0139296,2.31,26.4363,0.159479,659.129,0.0274958,659,636,682,0.409586,0.279138,0.960396,0.00735841,3.07,0.011699858,0.297667907,0.6
212,157622,95749,8790,95749,16.93196815,0,0.06,0.091802525,0.431217382,0.746543629,0,1,2.072128617,0.000508523,0.87577184,0.000113766,0.003526735,1.867947317,0.001984355,0.250112273,0.473978841,0.01,0.000363886,0.875951481,0.000020888,0.001462156,2.606928095,0.785368355,0.292183911,0,0.951219512,2.334828628,0.0002617,0.448306876,0.000020888,0.000417759,2.537833904,0.380442616,0.000330901,0.5784649,0.000010444,0.000887738,3.21,-1,0,-1,0,-512,-1,0,-1,0,0,20.01,10.04903678,0.105157644,8,12,1.452903396,10.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,0.666667,0.866025,3304,0.0102906,3304,3270,3304,0.428642,0.303841,0.961792,0.00258506,2.1,353,0.0397433,3315.56,0.0108061,3306.5,3274,3363,0.108559,0.119009,0.994696,0.00107689,2.39,0.002147948,0.011456906,2
214,900,72344,900,72344,0,0,0.03,0.012440562,1,0,1,1,0,0.002235124,0.283389197,0.002222222,0.033333333,0.003644165,0,0.999585315,0.999585315,0.01,0.002235124,0.228364047,0.001133473,0.003801283,4.867677711,0.986905316,0.003328404,0.975609756,0.992727273,0.635881624,0.002221301,0.229785125,0.001119651,0.00378746,4.867677711,0.999585315,0.002221301,0.229785125,0.001119651,0.00378746,0.02,-1,0,-1,0,-512,-1,0,-1,0,0,20.81,3.293659622,0.13827715,3,4,0.605396007,2.17,268,0.589552239,110,426,426,110,426,110,426,64.57008109,0.029525203,62.66363636,66.47652582,66.47652582,62.66363636,66.47652582,62.66363636,66.47652582,0.1,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,4.83877,7.19666,429.096,0.0549377,430,411,450,35.9638,0.1088,0.999796,0.00210842,2.1,30.4142,21.8451,430.84,0.0537755,432,411,451,34.3903,0.192108,1.00736,0.18689,2.15,0.771981806,0.957313889,2
215,6783,19555,6750,19555,0.004888889,0,0.01,0.345180261,0.638387454,0.664704095,0,1,0.98841599,0.000355336,0.204818746,0.000148148,0.000444444,0.678957917,0.000818205,0.600664792,1,0,0.000355825,1.832742652,0.000051138,0.05011506,1.372947906,0.138966194,0.065740012,0,1,1.190968261,0.000214426,2.160616307,0.000051138,0.036461263,1.53804921,0.682536436,0.000269576,1.803979812,0,0.037023779,0.15,0.001763602,3.081055748,0,0.025313219,2.74406523,0.298107595,0.483185624,0,1,2.85625172,10.48,28.77952289,0.463904317,1,64,3.008978818,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,186.923,2.00402,1452.91,0.100761,1467.5,1432,1499,0.435569,0.265074,0.798166,0.099897,2.18,182.452,0.0796208,1468.92,0.018418,1471,1437,1504,0.0929319,0.217096,0.813067,0.00864007,3.26,0.159585095,0.544838928,2
217,2298,6363,2283,6363,0.006570302,0,0,0.358793022,0.657289538,0.648408571,0,1,0.958779746,0.001021496,0.204507434,0.00043802,0.00131406,0.655866495,0.002828854,0.665095081,1,0,0.001023263,1.106332339,0.000157159,0.030960239,1.272611182,0.159714229,0.064557258,0,1,1.157604091,0.000609093,0.964038833,0.000157159,0.015715857,1.321531512,0.686311488,0.00080076,1.051758333,0,0.02310231,0.02,0.002382596,1.814596809,0,0.017287443,2.56924836,0.304662601,0.476823739,0,1,2.654589165,0.3,22.26161262,0.338152858,1,64,2.588700976,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,22.425,1.23232,535.832,0.0477112,537,515,558,0.544482,0.255162,0.818286,0.0531683,2.3,61.6714,0.111423,535.807,0.0304415,536,514,557,0.266652,0.198253,0.842145,0.0131296,3.1,0.300937792,0.98832694,2
218,3734,5469,3722,5469,0.003224073,0,0,0.680563174,0.842327429,0.370278418,0,1,0.848170098,0.000546974,1.089114956,0.000268673,0.006448146,1.26063154,0.487657707,0.792283781,0.914792467,0,0.000547265,1.825438674,0.000182849,0.006765405,1.204112567,0.778110752,0.404545754,0,1,0.89727355,0.000361705,1.646209416,0,0.004388371,0.99043842,0.867434632,0.000946329,1.935658489,0,0.011336625,0.04,0.001715415,2.466964237,0,0.054488938,2.458962426,0.18131699,1.329097308,0,1,2.57474477,0.2,2.346681,1.027049872,1,10,1.138781345,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,1.73707,21.2463,1457.48,0.0498589,1461,1427,1498,1.00363,0.0737206,0.983329,0.038476,2.13,9.50814,0.294198,1458.67,0.0184919,1458,1426,1493,0.379545,0.323941,0.986575,0.00278315,3.02,0.00343669,0.079311649,0.5
219,573,686,474,686,0.208860759,0,0,0.690962099,0.769489321,0.405702764,0,1,0.98296442,0.005418804,1.137152467,0.002109705,0.040084388,1.238867807,0.457725948,0.539358601,0.924198251,0,0.005470681,1.362101266,0.001457726,0.058309038,1.11683234,0.731366597,0.393751742,0,1,1.100632873,0.002211838,1.240532817,0.001457726,0.026239067,0.771723022,0.66180758,0.007056336,1.959878021,0,0.132653061,0,0.013140783,1.582105662,0,0.131195335,2.018374177,0.209399061,1.00969131,0,0.6,2.126177803,0.01,2.126582278,0.753918649,1,5,0.868529313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,0,0,180.751,0.0517164,181,169,193,1.09276,0.0471238,0.990189,0.00673065,1.42,0.0736,3.76019,180.994,0.0512568,181,169,193,0.801299,0.285829,0.990572,0.00663959,1.22,0.006233915,0.65467247,0.11
220,146833,186796,128023,186796,0.146926724,0,0.08,0.685362642,0.74030927,0.479301777,0,1,0.987106269,0.000013945,0.590354814,0.000007811,0.000093733,1.033635397,0.605291334,0.676668665,0.940319921,0.01,0.000014056,2.339143168,0.000005353,0.002714191,0.672036653,0.889695068,0.302491175,0,1,0.604499188,0.00000937,1.912366248,0.000005353,0.001702392,0.622118054,0.816623482,0.000005956,3.759193385,0,0.001525729,42.96,0.000067229,2.766606797,0,0.00392942,2.168275839,0.062600053,1.560025647,0,0.533333333,2.012220979,12.7,3.096172857,1.740539757,1,21,0.670260739,10.01,622.5,0.161445783,522,723,723,522,723,522,723,14.37360296,0.112885101,12.75103734,15.99616858,15.99616858,12.75103734,15.99616858,12.75103734,15.99616858,0.33,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,50938,0,0,0,0,0,0,1.41254,0,4.20204,0,2.06,1515.17,0.0748229,59646.7,0.00237704,59660.5,59394,59739,0.684135,0.10468,0.986686,0.00159572,2.14,0.000021748,0.001738765,2
222,4112,4787,3767,4787,0.091584816,0,0,0.786922916,0.796244911,0.437307238,0,1,1.0733347,0.000487616,0.867740036,0.000265463,0.003185559,1.107982011,0.711092542,0.764361813,0.850428243,0,0.000434196,2.636178128,0.000208899,0.034468352,0.457505525,0.944512484,0.210875907,0,1,0.43791087,0.00028881,1.442646278,0,0.00940046,0.396115403,0.852308335,0.000219234,4.315965703,0,0.013160643,0.06,0.002920049,2.113030514,0,0.034468352,1.846166488,0.080847665,1.960410071,0,0.726950355,1.717820383,0.35,1.699230157,1.273220365,1,10,0.45108861,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,4.34271,19.762,1758.43,0.0536261,1763,1724,1800,1.01088,0.0947724,1.03507,0.813243,2.07,2.03035,6.72611,1758.01,0.0291434,1759,1721,1798,0.479257,0.309262,0.993729,0.0110274,3.57,0.000671498,0.860925906,0.29
223,122033,155043,105896,155043,0.152385359,0,0.06,0.68301052,0.742297267,0.474730054,0,1,1.017390451,0.000017154,0.614552353,0.000009443,0.000103876,1.064828748,0.609798572,0.670871952,0.920157634,0.02,0.000017301,2.52493319,0.00000645,0.002973369,0.641953427,0.897756208,0.294010103,0,1,0.554000939,0.000011193,1.893212494,0.00000645,0.001702753,0.583765943,0.809852751,0.000007025,3.848012177,0,0.001560857,28.71,0.000095974,2.409576817,0,0.004347181,2.276879203,0.063037739,1.521662178,0,0.689900427,1.959000377,12.92,2.745680912,1.760486735,1,21,0.603369191,10.01,963.71875,0.246426344,501,1626,1230,677,1123,803,956,17.71962865,0.238839801,8.231458843,24.93491124,22.23669309,11.14668547,20.89670525,14.74940712,18.47492904,4.99,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,36716,0,0,0,0,0,0,1.25743,0,3.00076,0,2.06,3191.9,2.1488,44675,0.351399,49596,0,49923,0.602362,0.310468,1.05772,0.21446,2.2,0.000118861,0.781518299,2
224,137358,82069,7770,82069,16.67799228,0,0.05,0.094676431,0.435570386,0.757993639,0,1,2.101055341,0.000582474,0.928968901,0.0001287,0.003989704,1.9207086,0.002315125,0.272551146,0.496691808,0.01,0.000426866,0.870707288,0.00002437,0.001705882,2.686650284,0.788346983,0.288942042,0,0.951219512,2.330219132,0.000307217,0.444621406,0.00002437,0.000487395,2.567625783,0.401211176,0.000388288,0.57448729,0.000012185,0.001035714,2.43,-1,0,-1,0,-512,-1,0,-1,0,0,20.09,9.444650301,0.120988972,7,11,1.490674017,10.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,3.375,1.55933,2916.5,0.00892233,2917.5,2873,2938,0.727414,0.666063,0.962204,0.0017863,2.06,310.964,0.0743095,2814.14,0.196453,2919,2856,2961,0.203676,2.8322,0.995599,0.00867836,2.39,0.002182156,0.017909952,2
225,80,224,80,224,0,0,0,0.357142857,0.505952381,0.577190427,0.333333333,1,0.571933251,0.0375,0,0.0375,0.0375,0,0,0,1,0,0.0375,0.058321184,0.035714286,0.040178571,0.673011667,0.350347222,0.239013765,0,1,2.005149289,0.019084821,0.350828457,0.004464286,0.03125,1.77003513,0.508928571,0.068638393,0.089873259,0.053571429,0.080357143,0,0.04559949,0.221607719,0.022321429,0.084821429,2.189603804,0.210290443,0.230838361,0.126315789,0.4,2.746870388,0,3.860759494,0.089670782,3,4,0.403582385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,0.0461,4.89777,15.8991,0.171878,16,12,19,1.46066,0.19439,0.94621,0.0513339,0.25,0.0462,4.62566,15.9239,0.171217,16,12,19,1.25755,0.353843,0.947484,0.0510987,0.2,0.839870833,0.99006242,1.41
226,170,1366,170,1366,0,0,0,0.124450952,0.502196193,0.995617218,0,1,0.693137534,0.023451899,0.049760954,0.005882353,0.023529412,0.028224084,0.004392387,0.004392387,0.004392387,0,0.023451899,0.005759966,0.023426061,0.024158126,0.152688725,0.001069519,0.005591582,0,0.03030303,0.152688725,0.005882353,0.022963964,0.005856515,0.00658858,0.152688725,0.25329429,0.011962794,0.068693221,0.009516837,0.012445095,0,0.032721029,0.047062844,0.011713031,0.035139092,0.545012055,0.418371464,0.041744781,0.390306122,0.588235294,0.848072932,0.16,4.461538462,0.111736909,4,5,0.690185676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,7.7552,0.36958,32.0122,0.122013,32,27,37,1.15267,0.238124,0.844158,0.0647519,0.99,8.2625,0.299829,32.0274,0.122236,32,27,37,0.794242,0.407213,0.849086,0.0601688,1.31,0.20250558,0.54119706,2
227,3025,1921,1184,1921,1.554898649,0,0,0.616345653,0.452420614,0.830474738,0,1,1.392753112,0.002562362,0.374576106,0.000844595,0.004222973,1.24494198,0.174908902,0.277459656,0.515877147,0,0.003417694,1.144026451,0.000520562,0.019781364,2.157208913,0.458095163,0.48474287,0,1,1.381948165,0.001361576,0.972618442,0,0.008328995,1.849928106,0.48828735,0.002477656,1.180057173,0,0.012493493,0.01,0.008336041,0.573368402,0,0.019781364,3.071848797,0.342930408,0.524366459,0,0.733333333,3.43005193,0.05,11.23648649,0.585300057,1,18,1.906161991,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,0.0529908,74.6123,265.158,0.0434878,265,251,279,1.04236,0.0632217,0.95632,0.0682368,2.35,4.1827,0.513101,265.071,0.0421275,265,251,280,0.132012,0.720226,0.967622,0.0115063,4.31,0.004849124,0.248967711,0.62
228,2464,4903,2463,4903,0.000406009,0,0,0.502345503,0.436755001,0.673846132,0,1,1.698944549,0.001916846,4.385491957,0.000406009,0.148599269,1.573646023,0.126045278,0.202325107,0.674077096,0.01,0.001917541,1.082308385,0.000203957,0.02834999,2.154597862,0.42085074,0.453059165,0,1,1.519348763,0.000357297,1.046798586,0,0.013053233,1.542923373,0.366306343,0.012660562,2.094509101,0,0.089537018,0.02,0.003184854,1.742131898,0,0.102794208,2.855319981,0.358924875,0.58703553,0,1,3.269710281,0.57,7.374086109,0.518980929,1,13,1.674702308,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,0.282241,47.9896,531.281,0.0373071,531,510,553,1.3428,0.0655704,0.997222,0.205968,2.15,0.359095,16.3911,531.756,0.0347798,532,511,552,0.591298,0.41269,0.993577,0.015332,2.86,0.04280901,0.658330895,1.82
229,3092,4610,3080,4610,0.003896104,0,0,0.668112798,0.846023142,0.369884298,0,1,0.824271543,0.000666535,1.061667983,0.000324675,0.011688312,1.286034285,0.47505423,0.77505423,0.911279826,0,0.000667021,1.646330366,0.00021692,0.00802603,1.271301128,0.761197208,0.414150393,0,1,0.960763472,0.00041878,1.523542254,0,0.007592191,1.00282351,0.84164859,0.001159474,1.916913926,0,0.011713666,0.01,0.001730088,2.111736427,0,0.052277657,2.404405693,0.184861529,1.298433064,0,1,2.491827321,0.1,2.421890224,0.998363259,1,9,1.109493306,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,0.702665,25.3166,1205.21,0.0430262,1207,1176,1239,0.995112,0.0747498,0.980441,0.0190614,2.21,10.0558,0.268329,1207.06,0.0203451,1206,1176,1239,0.422738,0.318207,0.986327,0.00307947,3.45,0.004489974,0.100299911,0.43
231,80,240,80,240,0,0,0,0.333333333,0.488888889,0.576753525,0.333333333,1,0.543272781,0.0375,0,0.0375,0.0375,0,0,0,1,0,0.0375,0,0.0375,0.0375,0,0.358333333,0.21080021,0.111111111,1,1.269649775,0.01875,0.358322567,0,0.033333333,1.823650906,0.5,0.067395833,0.07620583,0.05,0.075,0,0.045833333,0.206805694,0.025,0.066666667,2.20517277,0.19725981,0.232297252,0.117647059,0.5,2.667973606,0,3.82278481,0.0998881,3,4,0.467144369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,0.0227,6.9914,16.6382,0.167979,17,13,20,1.55993,0.184956,0.954796,0.047448,0.2,0.0207,6.97956,16.7015,0.167255,17,13,20,1.36494,0.324697,0.954646,0.0470418,0.2,0.814822917,0.988711889,1.46
232,3608,5142,3596,5142,0.003337041,0,0,0.699338779,0.827557757,0.396198053,0,1,0.854080392,0.000557958,1.172645075,0.000278087,0.015850945,1.243195091,0.50991832,0.781408012,0.926098794,0,0.000558199,1.735583279,0.000194477,0.006612213,1.18914796,0.7820065,0.401042263,0,1,0.934377415,0.000373652,1.542380944,0,0.004472968,0.978813981,0.87125632,0.00105177,2.278401313,0,0.017502917,0.03,0.001582063,2.523363411,0,0.116880591,2.316137827,0.166322234,1.394918872,0,1,2.402429005,0.14,2.259248957,0.998166126,1,9,1.078017624,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,2.0537,22.9442,1426.99,0.047316,1429,1393,1465,0.995974,0.0751344,0.985126,0.0676348,2.22,9.89849,0.26679,1429.28,0.0182842,1429,1396,1462,0.391953,0.319015,0.987735,0.00271218,3.47,0.003257622,0.832629525,0.46
234,160,1272,160,1272,0,0,0,0.125786164,0.5,1,0,1,0.693147181,0.025,0,0.025,0.025,0,0,0,0,0,0.025,0.039276717,0.018867925,0.025157233,0.116906849,0,0,0,0,0,0.00625,0.039276717,0.004716981,0.006289308,0.116906849,0.25,0.012775157,0.073782023,0.008647799,0.01336478,0,0.035006527,0.032530674,0.028301887,0.035377358,0.442229901,0.419943413,0.034496862,0.411594203,0.486486486,0.878135736,0.14,4.251572327,0.102060286,4,5,0.564055939,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,6.405,0.388404,29.7874,0.125384,30,25,35,1.16524,0.242716,0.850854,0.0643185,0.89,6.6229,0.317532,29.7464,0.124727,30,25,35,0.812643,0.408367,0.852817,0.0607127,1.21,0.316070582,0.599133069,2
235,83953,106434,73162,106434,0.147494601,0,0.03,0.687393126,0.752011589,0.462310637,0,1,0.994784001,0.0000246,0.609750579,0.000013668,0.00016402,1.050547399,0.614625026,0.676484958,0.921153015,0.03,0.000024962,2.307017681,0.000009395,0.002536783,0.641893337,0.898628159,0.291793234,0,1,0.577182873,0.000016095,1.717285987,0.000009395,0.001559652,0.587838799,0.80892384,0.000010247,3.722203022,0,0.001409324,13.76,0.000115897,2.061954919,0,0.00389913,2.191964448,0.061150849,1.61959244,0,0.722789116,1.988536692,4.91,2.622981454,1.762095725,1,21,0.586046741,10.01,1063.517241,0.175498982,733,1556,1329,805,1156,975,1028,22.9093719,0.259420983,12.58390411,32.74037267,31.91483517,15.92614108,29.25696864,18.21501272,21.99392361,4.43,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,9624,0,0,0,0,0,0,1.10129,0,1.33965,0,2.03,1761.5,2.55626,32151.9,0.266695,34266.5,34056,34450,0.425948,0.450817,1.04495,0.233772,2.26,0.00010083,0.781407264,2
236,3671,5397,3659,5397,0.003279585,0,0,0.677969242,0.836429969,0.382826854,0,1,0.833695893,0.000552522,1.086974576,0.000273299,0.006832468,1.244853083,0.486937187,0.787474523,0.934037428,0,0.000552816,1.80832925,0.000185288,0.007040949,1.217633177,0.776457757,0.40565739,0,1,0.902037226,0.00037647,1.61174119,0,0.004632203,1.014443146,0.876227534,0.000949202,1.95441425,0,0.014267185,0.03,0.001711915,2.468391424,0,0.050213081,2.43002076,0.169004475,1.387832928,0,1,2.486547591,0.18,2.333242209,1.006221301,1,9,1.111106588,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,2.20983,22.5667,1438.57,0.0473697,1442,1406,1476,1.00511,0.0884558,0.984367,0.0665831,2.2,11.8466,2.9948,1441.39,0.0332091,1443,1408,1476,0.399171,0.367494,0.989348,0.0730445,3.24,0.003317053,0.095648959,0.48
237,2310,4341,2294,4341,0.006974717,0,0,0.528449666,0.677555552,0.530480235,0,1,1.124736848,0.00102277,0.582945845,0.00043592,0.007846556,1.313704649,0.337940567,0.487445289,0.877447593,0,0.001027884,1.634340257,0.000230362,0.054826077,1.603375129,0.664602741,0.459197928,0,1,1.133534853,0.000575348,1.520011154,0,0.031559548,1.384671928,0.701912002,0.000906689,1.77299397,0,0.033863165,0.01,0.003708075,1.815689091,0,0.035245335,2.952281609,0.212053736,0.933575927,0,1,3.248785601,0.27,3.590928914,0.995433635,1,10,1.237672097,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,1.79457,5.12911,889.876,0.0415163,892,865,917,0.691234,0.112671,0.933678,0.014798,2.24,26.3133,0.163244,892.066,0.0231721,892,866,919,0.388274,0.26981,0.954578,0.00675608,2.97,0.006692684,0.778842998,0.52
239,1548,1895,994,1895,0.557344064,0,0,0.524538259,0.326297274,0.880302157,0,1,1.274615122,0.003676412,0.142044986,0.001006036,0.004024145,0.709373092,0.000527704,0.020580475,0.324538259,0,0.004909369,0.880156415,0.001055409,0.012664908,1.466131114,0.015631164,0.048942593,0,0.6,0.517430255,0.001592481,0.91319201,0,0.004221636,1.618429406,0.336147757,0.003757943,0.71732705,0.001055409,0.009498681,0,0.012019966,0.199450435,0.000527704,0.015831135,2.722842424,0.406911722,0.137605293,0.28042328,1,2.973358174,0.07,24.2917505,0.170950763,18,35,2.699734099,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,0.0162774,99.4535,96.6897,0.0640079,97,89,104,0.895563,0.106067,0.86282,0.0310337,2.42,5.28959,0.478081,96.7861,0.0644055,97,89,105,0.0861108,0.516365,0.892559,0.0308753,4.18,0.122803211,0.41206682,2
